14:13:8 31-7-2024;466.9275791931985;0;0
14:13:10 31-7-2024;488.5378584171152;0;0
14:13:12 31-7-2024;496.89212277827676;0;0
14:13:14 31-7-2024;498.4983389746297;0;0
14:13:16 31-7-2024;498.8653021304492;0;0
14:13:18 31-7-2024;498.902674270529;0;0
14:13:20 31-7-2024;498.89924192629803;0;0
14:13:22 31-7-2024;498.90085332495806;0;0
14:13:24 31-7-2024;498.911337010421;0;0.02
14:13:26 31-7-2024;498.9466986165649;0;0
14:13:28 31-7-2024;498.91047971938775;0;0
14:13:30 31-7-2024;498.9375824920225;0;0
14:13:32 31-7-2024;498.94261478034633;0;0
14:13:34 31-7-2024;498.94954949857737;0;0
14:13:36 31-7-2024;498.88038568664615;0;0
14:13:38 31-7-2024;498.8975606272725;0;0
14:13:40 31-7-2024;498.9520774017817;0;0
14:13:42 31-7-2024;498.9182074167854;0;0
14:13:44 31-7-2024;498.8924112110976;0;0
14:13:46 31-7-2024;498.8928342762747;0;0
14:13:48 31-7-2024;498.88112166846145;0;0
14:13:50 31-7-2024;498.85234132084776;0;0.02
14:13:52 31-7-2024;498.86910999008325;0;0
14:13:54 31-7-2024;498.89689429271453;0;0
14:13:56 31-7-2024;498.8673405742281;0;0
14:13:58 31-7-2024;498.8802038102353;0;0
14:14:0 31-7-2024;498.925960725813;0;0
14:14:2 31-7-2024;498.8675757255751;0;0
14:14:4 31-7-2024;498.8538888280103;0;0
14:14:6 31-7-2024;498.82524535357055;0;0
14:14:8 31-7-2024;498.8187623227764;0;0
14:14:10 31-7-2024;498.8124439075103;0;0
14:14:12 31-7-2024;498.86376751282376;0;0
14:14:14 31-7-2024;498.83600066035376;0;0
14:14:16 31-7-2024;498.86397942677803;0;0
14:14:18 31-7-2024;498.84936801049156;0;0
14:14:20 31-7-2024;498.842860342615;0;0
14:14:22 31-7-2024;498.79117965794933;0;0
14:14:24 31-7-2024;498.75915246502916;0;0
14:14:26 31-7-2024;498.7981623262386;0;0
14:14:28 31-7-2024;498.81644231941;0;0
14:14:30 31-7-2024;498.76985246330963;0;0
14:14:32 31-7-2024;498.7978709183724;0;0
14:14:34 31-7-2024;498.82818634543224;0;0.02
14:14:36 31-7-2024;498.80588409114904;0;0
14:15:8 31-7-2024;477.51470516256006;0;0
14:15:10 31-7-2024;493.9421829892266;0;0
14:15:12 31-7-2024;497.46911447847856;0;0
14:15:14 31-7-2024;498.194855915803;0;0
14:15:18 31-7-2024;466.1970657227321;0;0
14:15:20 31-7-2024;487.849998592612;0;0
14:15:22 31-7-2024;496.11921037105367;0;0
14:15:24 31-7-2024;497.8391354741072;0;0
14:15:26 31-7-2024;498.1034800466772;0;0
14:15:28 31-7-2024;498.1283053091306;0;0
14:15:30 31-7-2024;498.1155901033824;0;0
14:15:32 31-7-2024;498.1090122873547;0;0
14:15:34 31-7-2024;498.0947398963401;0;0
14:15:36 31-7-2024;498.06324555534485;0;0
14:15:38 31-7-2024;498.04251724552444;0;0
14:15:40 31-7-2024;498.01956799745835;0;0
14:15:42 31-7-2024;498.0219775006798;0;0
14:15:44 31-7-2024;498.01663491316555;0;0
14:15:46 31-7-2024;498.00542029022995;0;0
14:15:48 31-7-2024;497.99738726726525;0;0
14:15:50 31-7-2024;497.99942125831546;0;0
14:15:52 31-7-2024;497.9898760861106;0;0
14:15:54 31-7-2024;497.999440598935;0;0
14:15:56 31-7-2024;497.97810785726915;0;0
